GEO_ID,NAME,P002001,P002001ERR,P002002,P002003,P002004,P002005,P002006,P002007,P002008,P002009,P002010,P002011,P002012,P002013,P002014,P002015,P002016,P002017,P002018,P002019,P002020,P002021,P002022,P002023,P002024,P002025,P002026,P002027,P002028,P002029,P002030,P002031,P002032,P002033,P002034,P002035,P002036,P002037,P002038,P002039,P002040,P002041,P002042,P002043,P002044,P002045,P002046,P002047,P002048,P002049,P002050,P002051,P002052,P002053,P002054,P002055,P002056,P002057,P002058,P002059,P002060,P002061,P002062,P002063,P002064,P002065,P002066,P002067,P002068,P002069,P002070,P002071,P002072,P002073
1400000US17031260200,"Census Tract 2602, Cook County, Illinois",1136,null,26,1110,1097,17,1080,0,0,0,0,13,13,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031260300,"Census Tract 2603, Cook County, Illinois",1564,null,37,1527,1514,5,1504,5,0,0,0,13,12,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031260400,"Census Tract 2604, Cook County, Illinois",1271,null,51,1220,1198,2,1196,0,0,0,0,22,13,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031260500,"Census Tract 2605, Cook County, Illinois",1934,null,12,1922,1907,10,1896,1,0,0,0,15,10,3,0,0,0,0,4,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031260600,"Census Tract 2606, Cook County, Illinois",2478,null,38,2440,2403,21,2381,0,1,0,0,37,37,16,0,0,0,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031260700,"Census Tract 2607, Cook County, Illinois",2032,null,21,2011,1993,15,1967,3,1,0,7,18,18,9,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031260800,"Census Tract 2608, Cook County, Illinois",2539,null,60,2479,2449,30,2409,5,3,0,2,30,24,5,0,0,0,0,13,0,5,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031260900,"Census Tract 2609, Cook County, Illinois",1480,null,28,1452,1448,13,1434,1,0,0,0,4,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031261000,"Census Tract 2610, Cook County, Illinois",2319,null,26,2293,2288,3,2279,2,3,1,0,5,4,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031270500,"Census Tract 2705, Cook County, Illinois",1689,null,41,1648,1633,5,1625,2,1,0,0,15,12,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031271200,"Census Tract 2712, Cook County, Illinois",1170,null,31,1139,1129,36,1091,0,2,0,0,10,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031271300,"Census Tract 2713, Cook County, Illinois",1045,null,22,1023,1017,9,1003,4,0,0,1,6,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031271400,"Census Tract 2714, Cook County, Illinois",1527,null,27,1500,1487,38,1438,4,5,1,1,13,12,3,1,0,0,0,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031271500,"Census Tract 2715, Cook County, Illinois",1397,null,28,1369,1356,14,1339,0,1,0,2,13,12,5,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031271800,"Census Tract 2718, Cook County, Illinois",970,null,17,953,942,13,929,0,0,0,0,11,11,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031280100,"Census Tract 2801, Cook County, Illinois",4872,null,255,4617,4522,3567,218,5,728,0,4,95,92,12,11,42,1,8,0,0,0,1,0,0,0,3,14,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031280400,"Census Tract 2804, Cook County, Illinois",1366,null,67,1299,1282,97,1150,5,30,0,0,17,17,12,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031280800,"Census Tract 2808, Cook County, Illinois",755,null,26,729,727,23,702,1,1,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031280900,"Census Tract 2809, Cook County, Illinois",942,null,32,910,899,36,837,2,23,0,1,11,11,2,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031281900,"Census Tract 2819, Cook County, Illinois",4844,null,287,4557,4403,2515,378,11,1450,3,46,154,144,17,5,88,0,0,7,3,1,0,0,0,0,3,19,1,10,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031282700,"Census Tract 2827, Cook County, Illinois",2349,null,616,1733,1687,437,1048,1,197,0,4,46,43,19,0,18,0,1,1,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031282800,"Census Tract 2828, Cook County, Illinois",1691,null,599,1092,1069,552,309,3,198,0,7,23,23,10,0,10,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031283100,"Census Tract 2831, Cook County, Illinois",2703,null,176,2527,2477,879,915,1,673,1,8,50,46,10,3,22,0,0,1,3,0,0,1,0,0,0,6,0,4,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031283200,"Census Tract 2832, Cook County, Illinois",1664,null,130,1534,1479,669,607,5,196,0,2,55,52,20,0,22,0,0,0,1,0,0,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031283800,"Census Tract 2838, Cook County, Illinois",3688,null,350,3338,3236,1047,1834,2,345,3,5,102,96,29,6,37,0,0,5,7,2,1,0,0,0,3,6,0,6,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031290900,"Census Tract 2909, Cook County, Illinois",4530,null,127,4403,4364,32,4323,7,0,0,2,39,34,22,5,0,0,0,5,0,2,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031291200,"Census Tract 2912, Cook County, Illinois",2240,null,40,2200,2193,4,2185,0,4,0,0,7,7,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031291600,"Census Tract 2916, Cook County, Illinois",1055,null,737,318,313,64,227,5,17,0,0,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031292200,"Census Tract 2922, Cook County, Illinois",2961,null,87,2874,2845,47,2780,2,6,0,10,29,27,21,0,0,0,0,4,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031292400,"Census Tract 2924, Cook County, Illinois",2268,null,51,2217,2205,23,2178,1,3,0,0,12,12,1,1,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031292500,"Census Tract 2925, Cook County, Illinois",4140,null,100,4040,4002,23,3961,8,3,1,6,38,35,15,0,0,0,0,11,5,1,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031300500,"Census Tract 3005, Cook County, Illinois",3257,null,2815,442,437,74,349,3,6,0,5,5,5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031300600,"Census Tract 3006, Cook County, Illinois",3212,null,2485,727,723,119,587,7,7,0,3,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031300700,"Census Tract 3007, Cook County, Illinois",5194,null,4930,264,255,93,145,8,4,0,5,9,9,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031300800,"Census Tract 3008, Cook County, Illinois",4610,null,4416,194,183,55,99,1,4,0,24,11,10,4,1,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031300900,"Census Tract 3009, Cook County, Illinois",5050,null,4876,174,173,81,83,6,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031301100,"Census Tract 3011, Cook County, Illinois",2617,null,2369,248,242,117,120,0,3,1,1,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031301200,"Census Tract 3012, Cook County, Illinois",4012,null,3642,370,356,122,215,9,4,0,6,14,13,3,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031301600,"Census Tract 3016, Cook County, Illinois",4654,null,4557,97,93,71,11,2,0,0,9,4,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031301701,"Census Tract 3017.01, Cook County, Illinois",4381,null,4323,58,57,31,14,0,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031301702,"Census Tract 3017.02, Cook County, Illinois",4045,null,3936,109,108,94,4,1,1,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031301801,"Census Tract 3018.01, Cook County, Illinois",4005,null,3887,118,116,86,23,1,3,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031301802,"Census Tract 3018.02, Cook County, Illinois",3518,null,3403,115,114,56,52,0,4,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031301803,"Census Tract 3018.03, Cook County, Illinois",5357,null,5236,121,116,92,14,2,0,0,8,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031310200,"Census Tract 3102, Cook County, Illinois",1336,null,794,542,520,399,76,4,38,0,3,22,18,7,4,5,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031310300,"Census Tract 3103, Cook County, Illinois",1697,null,1147,550,528,415,67,2,42,0,2,22,18,7,0,8,1,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031310400,"Census Tract 3104, Cook County, Illinois",1332,null,991,341,329,230,65,4,30,0,0,12,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031310500,"Census Tract 3105, Cook County, Illinois",1700,null,1498,202,193,148,37,1,7,0,0,9,8,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031310600,"Census Tract 3106, Cook County, Illinois",5868,null,4590,1278,1229,787,336,7,78,2,19,49,41,10,9,12,0,3,1,3,0,2,0,0,0,1,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031310700,"Census Tract 3107, Cook County, Illinois",1692,null,1435,257,247,207,20,2,16,0,2,10,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031310800,"Census Tract 3108, Cook County, Illinois",4516,null,3978,538,509,402,72,6,24,0,5,29,21,5,1,8,0,2,4,1,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031310900,"Census Tract 3109, Cook County, Illinois",5123,null,4468,655,624,494,80,7,41,0,2,31,24,10,1,12,0,1,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031320100,"Census Tract 3201, Cook County, Illinois",10848,null,727,10121,9854,6961,760,20,2066,5,42,267,252,42,20,143,0,10,5,4,1,1,3,1,0,2,19,1,13,8,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031320400,"Census Tract 3204, Cook County, Illinois",2518,null,202,2316,2257,1669,430,7,144,2,5,59,55,21,4,8,3,2,10,5,1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031320600,"Census Tract 3206, Cook County, Illinois",4256,null,252,4004,3877,2492,682,3,693,1,6,127,113,20,6,51,2,0,8,6,2,1,0,0,0,3,14,0,14,3,1,0,1,1,0,0,4,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031330100,"Census Tract 3301, Cook County, Illinois",16735,null,1015,15720,15334,8520,4339,16,2405,3,51,386,359,83,21,164,7,6,17,25,1,9,1,0,0,7,18,0,25,13,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US17031330200,"Census Tract 3302, Cook County, Illinois",3806,null,148,3658,3569,1570,1246,2,744,0,7,89,83,10,3,46,1,3,4,10,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031340300,"Census Tract 3403, Cook County, Illinois",1786,null,86,1700,1689,338,18,0,1333,0,0,11,9,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031340400,"Census Tract 3404, Cook County, Illinois",1900,null,93,1807,1786,284,33,3,1466,0,0,21,21,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031340500,"Census Tract 3405, Cook County, Illinois",1544,null,146,1398,1381,685,211,1,484,0,0,17,17,1,8,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031340600,"Census Tract 3406, Cook County, Illinois",907,null,1,906,900,1,899,0,0,0,0,6,6,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031350100,"Census Tract 3501, Cook County, Illinois",2144,null,46,2098,2048,140,1156,1,750,0,1,50,45,10,0,13,0,1,4,4,0,2,0,0,0,0,11,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031350400,"Census Tract 3504, Cook County, Illinois",389,null,12,377,373,0,373,0,0,0,0,4,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031351000,"Census Tract 3510, Cook County, Illinois",3267,null,55,3212,3129,137,2391,2,590,0,9,83,65,26,0,3,0,1,16,7,2,1,2,0,0,0,7,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031351100,"Census Tract 3511, Cook County, Illinois",1960,null,27,1933,1913,16,1884,3,5,0,5,20,18,4,0,0,0,1,9,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031351400,"Census Tract 3514, Cook County, Illinois",1437,null,21,1416,1400,29,1356,13,2,0,0,16,13,9,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US17031351500,"Census Tract 3515, Cook County, Illinois",255,null,3,252,251,33,197,1,20,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031360200,"Census Tract 3602, Cook County, Illinois",1443,null,23,1420,1406,8,1390,1,3,2,2,14,13,6,0,1,0,0,3,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031380100,"Census Tract 3801, Cook County, Illinois",1924,null,55,1869,1825,55,1763,2,5,0,0,44,39,11,0,5,0,0,12,2,0,8,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031380200,"Census Tract 3802, Cook County, Illinois",1680,null,16,1664,1626,20,1591,9,3,0,3,38,31,17,0,1,0,0,12,0,0,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031380500,"Census Tract 3805, Cook County, Illinois",752,null,13,739,725,0,723,2,0,0,0,14,11,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031380700,"Census Tract 3807, Cook County, Illinois",1243,null,28,1215,1191,23,1165,0,2,0,1,24,21,9,2,1,0,0,6,2,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031381200,"Census Tract 3812, Cook County, Illinois",2167,null,37,2130,2080,17,2053,0,6,2,2,50,45,11,0,1,0,0,26,5,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031381400,"Census Tract 3814, Cook County, Illinois",1612,null,8,1604,1589,9,1574,2,0,0,4,15,12,4,0,0,0,0,5,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031381500,"Census Tract 3815, Cook County, Illinois",237,null,14,223,219,2,217,0,0,0,0,4,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US17031381700,"Census Tract 3817, Cook County, Illinois",0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
