"GEO_ID","NAME","P2_001N","P2_001NA","P2_002N","P2_002NA","P2_003N","P2_003NA","P2_004N","P2_004NA","P2_005N","P2_005NA","P2_006N","P2_006NA","P2_007N","P2_007NA","P2_008N","P2_008NA","P2_009N","P2_009NA","P2_010N","P2_010NA","P2_011N","P2_011NA","P2_012N","P2_012NA","P2_013N","P2_013NA","P2_014N","P2_014NA","P2_015N","P2_015NA","P2_016N","P2_016NA","P2_017N","P2_017NA","P2_018N","P2_018NA","P2_019N","P2_019NA","P2_020N","P2_020NA","P2_021N","P2_021NA","P2_022N","P2_022NA","P2_023N","P2_023NA","P2_024N","P2_024NA","P2_025N","P2_025NA","P2_026N","P2_026NA","P2_027N","P2_027NA","P2_028N","P2_028NA","P2_029N","P2_029NA","P2_030N","P2_030NA","P2_031N","P2_031NA","P2_032N","P2_032NA","P2_033N","P2_033NA","P2_034N","P2_034NA","P2_035N","P2_035NA","P2_036N","P2_036NA","P2_037N","P2_037NA","P2_038N","P2_038NA","P2_039N","P2_039NA","P2_040N","P2_040NA","P2_041N","P2_041NA","P2_042N","P2_042NA","P2_043N","P2_043NA","P2_044N","P2_044NA","P2_045N","P2_045NA","P2_046N","P2_046NA","P2_047N","P2_047NA","P2_048N","P2_048NA","P2_049N","P2_049NA","P2_050N","P2_050NA","P2_051N","P2_051NA","P2_052N","P2_052NA","P2_053N","P2_053NA","P2_054N","P2_054NA","P2_055N","P2_055NA","P2_056N","P2_056NA","P2_057N","P2_057NA","P2_058N","P2_058NA","P2_059N","P2_059NA","P2_060N","P2_060NA","P2_061N","P2_061NA","P2_062N","P2_062NA","P2_063N","P2_063NA","P2_064N","P2_064NA","P2_065N","P2_065NA","P2_066N","P2_066NA","P2_067N","P2_067NA","P2_068N","P2_068NA","P2_069N","P2_069NA","P2_070N","P2_070NA","P2_071N","P2_071NA","P2_072N","P2_072NA","P2_073N","P2_073NA",
"1400000US17031827700","Census Tract 8277, Cook County, Illinois","2452","null","282","null","2170","null","2120","null","212","null","1875","null","7","null","14","null","2","null","10","null","50","null","48","null","27","null","4","null","0","null","0","null","2","null","11","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031827801","Census Tract 8278.01, Cook County, Illinois","4645","null","398","null","4247","null","4131","null","782","null","3316","null","1","null","20","null","0","null","12","null","116","null","113","null","55","null","15","null","0","null","0","null","2","null","11","null","14","null","0","null","13","null","0","null","0","null","0","null","1","null","2","null","0","null","3","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031827802","Census Tract 8278.02, Cook County, Illinois","3314","null","243","null","3071","null","2996","null","220","null","2737","null","2","null","20","null","1","null","16","null","75","null","72","null","36","null","3","null","3","null","0","null","1","null","9","null","12","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031827804","Census Tract 8278.04, Cook County, Illinois","3149","null","172","null","2977","null","2901","null","314","null","2553","null","3","null","18","null","0","null","13","null","76","null","62","null","30","null","0","null","5","null","0","null","1","null","21","null","1","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","14","null","5","null","6","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031827805","Census Tract 8278.05, Cook County, Illinois","2953","null","168","null","2785","null","2734","null","284","null","2438","null","5","null","0","null","0","null","7","null","51","null","44","null","19","null","9","null","0","null","0","null","0","null","8","null","3","null","0","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","7","null","4","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031827901","Census Tract 8279.01, Cook County, Illinois","2421","null","55","null","2366","null","2308","null","163","null","2117","null","4","null","16","null","0","null","8","null","58","null","43","null","18","null","0","null","4","null","0","null","0","null","14","null","0","null","0","null","6","null","0","null","0","null","0","null","1","null","0","null","0","null","12","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031827902","Census Tract 8279.02, Cook County, Illinois","4558","null","878","null","3680","null","3545","null","883","null","2552","null","2","null","69","null","0","null","39","null","135","null","108","null","41","null","16","null","3","null","0","null","6","null","21","null","2","null","3","null","15","null","0","null","0","null","0","null","1","null","0","null","0","null","26","null","17","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","4","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828000","Census Tract 8280, Cook County, Illinois","5411","null","1352","null","4059","null","3920","null","1610","null","2256","null","2","null","24","null","1","null","27","null","139","null","131","null","53","null","23","null","9","null","0","null","17","null","18","null","4","null","3","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","2","null","0","null","0","null","3","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828100","Census Tract 8281, Cook County, Illinois","5083","null","1092","null","3991","null","3873","null","2035","null","1767","null","13","null","26","null","0","null","32","null","118","null","107","null","46","null","25","null","11","null","0","null","14","null","1","null","6","null","2","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","6","null","2","null","1","null","0","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","2","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828201","Census Tract 8282.01, Cook County, Illinois","4491","null","977","null","3514","null","3404","null","1166","null","2161","null","7","null","34","null","1","null","35","null","110","null","102","null","40","null","19","null","7","null","0","null","8","null","17","null","5","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","7","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828202","Census Tract 8282.02, Cook County, Illinois","4590","null","672","null","3918","null","3768","null","1224","null","2485","null","3","null","47","null","1","null","8","null","150","null","137","null","60","null","23","null","9","null","1","null","9","null","20","null","5","null","0","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","13","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828300","Census Tract 8283, Cook County, Illinois","3363","null","495","null","2868","null","2780","null","1451","null","1302","null","3","null","10","null","0","null","14","null","88","null","72","null","31","null","12","null","11","null","0","null","11","null","3","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","2","null","0","null","16","null","5","null","1","null","0","null","7","null","0","null","0","null","0","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828401","Census Tract 8284.01, Cook County, Illinois","3598","null","300","null","3298","null","3149","null","2030","null","1062","null","0","null","37","null","0","null","20","null","149","null","141","null","48","null","19","null","33","null","0","null","27","null","1","null","2","null","0","null","9","null","1","null","0","null","0","null","0","null","1","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","3","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828402","Census Tract 8284.02, Cook County, Illinois","3688","null","423","null","3265","null","3120","null","1302","null","1767","null","6","null","27","null","0","null","18","null","145","null","130","null","58","null","30","null","5","null","2","null","12","null","6","null","5","null","1","null","10","null","0","null","1","null","0","null","0","null","0","null","0","null","13","null","7","null","1","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828503","Census Tract 8285.03, Cook County, Illinois","4322","null","607","null","3715","null","3602","null","607","null","2933","null","6","null","17","null","3","null","36","null","113","null","95","null","53","null","9","null","3","null","0","null","7","null","16","null","0","null","0","null","3","null","0","null","0","null","0","null","3","null","0","null","1","null","18","null","11","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828504","Census Tract 8285.04, Cook County, Illinois","5474","null","819","null","4655","null","4408","null","925","null","3434","null","3","null","21","null","0","null","25","null","247","null","200","null","95","null","29","null","6","null","0","null","18","null","26","null","8","null","0","null","18","null","0","null","0","null","0","null","0","null","0","null","0","null","37","null","18","null","8","null","0","null","9","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","10","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828505","Census Tract 8285.05, Cook County, Illinois","6682","null","1427","null","5255","null","5137","null","1913","null","3117","null","3","null","61","null","2","null","41","null","118","null","115","null","45","null","24","null","2","null","0","null","11","null","16","null","5","null","1","null","10","null","0","null","0","null","0","null","1","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828507","Census Tract 8285.07, Cook County, Illinois","3999","null","303","null","3696","null","3587","null","670","null","2862","null","6","null","35","null","0","null","14","null","109","null","100","null","35","null","9","null","4","null","3","null","5","null","29","null","8","null","2","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","5","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828508","Census Tract 8285.08, Cook County, Illinois","4630","null","375","null","4255","null","4124","null","723","null","3360","null","7","null","23","null","0","null","11","null","131","null","123","null","64","null","13","null","0","null","0","null","9","null","22","null","7","null","0","null","6","null","0","null","0","null","0","null","0","null","2","null","0","null","8","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","4198","null","514","null","3684","null","3536","null","2378","null","1081","null","4","null","56","null","0","null","17","null","148","null","135","null","73","null","24","null","12","null","0","null","13","null","5","null","5","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","13","null","4","null","0","null","0","null","2","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","4666","null","344","null","4322","null","4141","null","1349","null","2672","null","2","null","85","null","0","null","33","null","181","null","164","null","69","null","17","null","18","null","1","null","22","null","16","null","5","null","2","null","8","null","0","null","0","null","0","null","6","null","0","null","0","null","17","null","10","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","3780","null","325","null","3455","null","3368","null","700","null","2645","null","5","null","5","null","0","null","13","null","87","null","73","null","42","null","5","null","2","null","0","null","0","null","13","null","2","null","0","null","9","null","0","null","0","null","0","null","0","null","0","null","0","null","11","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","4742","null","454","null","4288","null","4175","null","538","null","3605","null","1","null","6","null","3","null","22","null","113","null","110","null","55","null","7","null","1","null","0","null","3","null","17","null","16","null","0","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","5122","null","896","null","4226","null","4028","null","1741","null","2183","null","4","null","79","null","3","null","18","null","198","null","182","null","84","null","30","null","23","null","3","null","16","null","15","null","4","null","0","null","5","null","0","null","0","null","0","null","0","null","2","null","0","null","16","null","14","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","2982","null","860","null","2122","null","2019","null","964","null","1041","null","0","null","4","null","0","null","10","null","103","null","93","null","64","null","4","null","3","null","0","null","7","null","3","null","1","null","0","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","3399","null","1810","null","1589","null","1539","null","328","null","1201","null","5","null","1","null","0","null","4","null","50","null","45","null","32","null","3","null","1","null","0","null","1","null","4","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","5","null","4","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","882","null","79","null","803","null","770","null","13","null","748","null","0","null","7","null","0","null","2","null","33","null","29","null","17","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","6","null","0","null","0","null","0","null","3","null","0","null","4","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","3512","null","2406","null","1106","null","1053","null","267","null","771","null","0","null","4","null","3","null","8","null","53","null","41","null","13","null","9","null","3","null","0","null","3","null","10","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","12","null","9","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","5547","null","2742","null","2805","null","2694","null","1023","null","1617","null","10","null","15","null","13","null","16","null","111","null","102","null","38","null","16","null","3","null","2","null","11","null","19","null","4","null","0","null","8","null","0","null","0","null","0","null","1","null","0","null","0","null","8","null","0","null","3","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","3931","null","1007","null","2924","null","2832","null","978","null","1807","null","6","null","13","null","0","null","28","null","92","null","79","null","48","null","7","null","1","null","0","null","7","null","8","null","7","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","10","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","3633","null","1003","null","2630","null","2554","null","238","null","2267","null","7","null","10","null","6","null","26","null","76","null","59","null","33","null","0","null","1","null","0","null","6","null","7","null","0","null","5","null","4","null","0","null","0","null","2","null","0","null","1","null","0","null","16","null","13","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","1049","null","166","null","883","null","868","null","17","null","851","null","0","null","0","null","0","null","0","null","15","null","12","null","7","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","3088","null","187","null","2901","null","2746","null","675","null","2017","null","1","null","39","null","9","null","5","null","155","null","135","null","74","null","9","null","0","null","5","null","23","null","12","null","4","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","20","null","18","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","4001","null","1897","null","2104","null","2001","null","1249","null","670","null","5","null","66","null","2","null","9","null","103","null","92","null","41","null","23","null","6","null","1","null","10","null","1","null","3","null","2","null","3","null","1","null","0","null","0","null","1","null","0","null","0","null","11","null","7","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","3035","null","793","null","2242","null","2105","null","1520","null","517","null","2","null","50","null","2","null","14","null","137","null","131","null","55","null","22","null","16","null","0","null","23","null","9","null","1","null","0","null","0","null","0","null","0","null","0","null","4","null","1","null","0","null","6","null","5","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","3344","null","315","null","3029","null","2956","null","698","null","2215","null","11","null","20","null","0","null","12","null","73","null","64","null","19","null","2","null","6","null","0","null","14","null","7","null","4","null","0","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","3","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","6891","null","347","null","6544","null","6262","null","2427","null","3696","null","7","null","107","null","1","null","24","null","282","null","255","null","94","null","31","null","41","null","7","null","31","null","27","null","17","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","25","null","14","null","2","null","0","null","2","null","1","null","0","null","1","null","0","null","0","null","0","null","3","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","6457","null","213","null","6244","null","6045","null","574","null","5383","null","4","null","60","null","3","null","21","null","199","null","174","null","69","null","13","null","1","null","0","null","5","null","27","null","28","null","0","null","28","null","0","null","0","null","3","null","0","null","0","null","0","null","25","null","14","null","10","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US17031829903","Census Tract 8299.03, Cook County, Illinois","4529","null","285","null","4244","null","4137","null","267","null","3806","null","6","null","51","null","0","null","7","null","107","null","87","null","47","null","7","null","0","null","0","null","5","null","10","null","10","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","14","null","13","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
